datetime,Price
2017-01-10,27.31
2017-01-11,27.14
2017-01-12,27.37
2017-01-13,27.13
2017-01-16,26.94
2017-01-17,26.81
2017-01-18,26.76
2017-01-19,26.68
2017-01-20,26.77
2017-01-23,26.98
2017-01-24,26.9
2017-01-26,26.36
2017-01-27,26.61
2017-01-30,27.03
2017-01-31,27.21
2017-02-01,26.51
2017-02-02,26.26
2017-02-03,26.37
2017-02-06,26.5
2017-02-07,26.31
2017-02-08,26.26
2017-02-09,26.01
2017-02-10,26.07
2017-02-13,26.24
2017-02-14,26.37
2017-02-15,26.59
2017-02-16,26.53
2017-02-17,26.36
2017-02-20,26.31
2017-02-21,26.22
2017-02-22,26.54
2017-02-23,26.77
2017-02-24,26.37
2017-03-01,26.12
2017-03-02,25.9
2017-03-03,25.56
2017-03-06,25.92
2017-03-07,25.26
2017-03-08,24.78
2017-03-09,24.56
2017-03-10,24.68
2017-03-13,24.59
2017-03-14,24.54
2017-03-15,24.61
2017-03-16,24.72
2017-03-17,24.66
2017-03-20,24.42
2017-03-21,24.67
2017-03-22,24.2
2017-03-23,23.87
2017-03-24,23.76
2017-03-27,23.73
2017-03-28,23.38
2017-03-29,23.61
2017-03-30,23.5
2017-03-31,23.2
2017-04-03,23.53
2017-04-04,23.46
2017-04-05,23.75
2017-04-06,23.18
2017-04-07,23.4
2017-04-10,23.18
2017-04-11,23.27
2017-04-12,23.33
2017-04-13,23.43
2017-04-17,23.31
2017-04-18,23.36
2017-04-19,23.37
2017-04-20,23.21
2017-04-24,23.37
2017-04-25,23.24
2017-04-26,23.14
2017-04-27,23.26
2017-04-28,23.28
2017-05-02,23.66
2017-05-03,23.88
2017-05-04,23.56
2017-05-05,23.64
2017-05-08,23.87
2017-05-09,23.98
2017-05-10,23.72
2017-05-11,23.53
2017-05-12,23.95
2017-05-15,23.82
2017-05-16,24.09
2017-05-17,23.87
2017-05-18,21.53
2017-05-19,22.26
2017-05-22,22.54
2017-05-23,23.31
2017-05-24,23.68
2017-05-25,23.74
2017-05-26,23.67
2017-05-29,23.66
2017-05-30,23.1
2017-05-31,23.11
2017-06-01,22.73
2017-06-02,22.53
2017-06-05,22.85
2017-06-06,22.84
2017-06-07,22.06
2017-06-08,22.45
2017-06-09,22.76
2017-06-12,22.6
2017-06-13,22.32
2017-06-14,21.97
2017-06-16,21.93
2017-06-19,21.74
2017-06-20,21.17
2017-06-21,20.94
2017-06-22,20.67
2017-06-23,20.6
2017-06-26,20.26
2017-06-27,20.13
2017-06-28,20.04
2017-06-29,19.78
2017-06-30,19.09
2017-07-03,19.1
2017-07-04,19.06
2017-07-05,18.82
2017-07-06,19.31
2017-07-07,19.28
2017-07-10,19.58
2017-07-11,19.45
2017-07-12,19.58
2017-07-13,19.35
2017-07-14,19.58
2017-07-17,19.22
2017-07-18,19.16
2017-07-19,19.07
2017-07-20,18.96
2017-07-21,19.01
2017-07-24,18.96
2017-07-25,18.93
2017-07-26,18.78
2017-07-27,18.97
2017-07-28,18.85
2017-07-31,18.97
2017-08-01,18.89
2017-08-02,18.84
2017-08-03,18.78
2017-08-04,18.86
2017-08-07,18.82
2017-08-08,18.04
2017-08-09,17.77
2017-08-10,17.66
2017-08-11,17.71
2017-08-14,17.47
2017-08-15,17.14
2017-08-16,17.27
2017-08-17,17.32
2017-08-18,17.18
2017-08-21,17.16
2017-08-22,17.08
2017-08-23,17.01
2017-08-24,17.06
2017-08-25,17.05
2017-08-28,17.07
2017-08-29,16.99
2017-08-30,17.02
2017-08-31,17.05
2017-09-01,17.13
2017-09-04,17.14
2017-09-05,17.13
2017-09-06,17.21
2017-09-08,17.02
2017-09-11,17.17
2017-09-12,17.09
2017-09-13,17.15
2017-09-14,17.23
2017-09-15,17.18
2017-09-18,16.96
2017-09-19,16.91
2017-09-20,17.09
2017-09-21,17.03
2017-09-22,17.15
2017-09-25,16.95
2017-09-26,16.61
2017-09-27,16.5
2017-09-28,16.61
2017-09-29,16.73
2017-10-02,16.75
2017-10-03,16.85
2017-10-04,17.09
2017-10-05,17.1
2017-10-06,16.89
2017-10-09,16.79
2017-10-10,16.85
2017-10-11,16.88
2017-10-13,16.99
2017-10-16,17.1
2017-10-17,17.15
2017-10-18,17.37
2017-10-19,17.43
2017-10-20,17.42
2017-10-23,17.52
2017-10-24,17.42
2017-10-25,17.53
2017-10-26,17.61
2017-10-27,17.68
2017-10-30,17.85
2017-10-31,17.91
2017-11-01,17.89
2017-11-03,18.3
2017-11-06,18.54
2017-11-07,18.88
2017-11-08,19.13
2017-11-09,19.39
2017-11-10,19.61
2017-11-13,19.63
2017-11-14,20.01
2017-11-16,19.76
2017-11-17,20.11
2017-11-21,20.33
2017-11-22,20.43
2017-11-23,20.5
2017-11-24,20.75
2017-11-27,21.0
2017-11-28,21.18
2017-11-29,21.37
2017-11-30,21.08
2017-12-01,21.05
2017-12-04,21.35
2017-12-05,21.31
2017-12-06,21.42
2017-12-07,21.09
2017-12-08,21.29
2017-12-11,21.2
2017-12-12,20.87
2017-12-13,20.92
2017-12-14,20.64
2017-12-15,20.74
2017-12-18,21.05
2017-12-19,20.89
2017-12-20,20.68
2017-12-21,20.45
2017-12-22,20.05
2017-12-26,20.15
2017-12-27,20.47
2017-12-28,20.51
2018-01-02,20.58
2018-01-03,20.59
2018-01-04,20.57
2018-01-05,20.18
2018-01-08,20.15
2018-01-09,20.25
2018-01-10,19.9
2018-01-11,19.86
2018-01-12,19.6
2018-01-15,19.46
2018-01-16,18.76
2018-01-17,18.47
2018-01-18,18.49
2018-01-19,18.64
2018-01-22,18.4
2018-01-23,17.91
2018-01-24,17.81
2018-01-26,17.82
2018-01-29,17.45
2018-01-30,17.78
2018-01-31,17.39
2018-02-01,17.09
2018-02-02,16.93
2018-02-05,16.71
2018-02-06,16.49
2018-02-07,16.71
2018-02-08,16.65
2018-02-09,16.66
2018-02-14,16.9
2018-02-15,16.57
2018-02-16,16.57
2018-02-19,16.53
2018-02-20,16.43
2018-02-21,16.15
2018-02-22,16.07
2018-02-23,16.21
2018-02-26,16.22
2018-02-27,15.95
2018-02-28,16.11
2018-03-01,15.9
2018-03-02,15.94
2018-03-05,16.17
2018-03-06,16.12
2018-03-07,16.33
2018-03-08,16.11
2018-03-09,16.01
2018-03-12,15.9
2018-03-13,16.16
2018-03-14,15.97
2018-03-15,15.59
2018-03-16,15.46
2018-03-19,15.76
2018-03-20,15.61
2018-03-21,15.76
2018-03-22,16.0
2018-03-23,15.93
2018-03-26,16.13
2018-03-27,16.08
2018-03-28,16.28
2018-03-29,16.37
2018-04-02,16.5
2018-04-03,16.52
2018-04-04,16.29
2018-04-05,16.54
2018-04-06,16.27
2018-04-09,16.26
2018-04-10,16.28
2018-04-11,16.23
2018-04-12,16.31
2018-04-13,16.14
2018-04-16,16.27
2018-04-17,16.51
2018-04-18,16.63
2018-04-19,16.54
2018-04-20,16.54
2018-04-23,16.52
2018-04-24,16.25
2018-04-25,16.01
2018-04-26,16.14
2018-04-27,16.29
2018-04-30,16.24
2018-05-02,16.01
2018-05-03,15.99
2018-05-04,16.12
2018-05-07,16.05
2018-05-08,15.74
2018-05-09,15.63
2018-05-10,15.33
2018-05-11,15.19
2018-05-14,14.8
2018-05-15,14.46
2018-05-16,14.45
2018-05-17,14.62
2018-05-18,14.25
2018-05-21,14.21
2018-05-22,14.5
2018-05-23,14.69
2018-05-24,14.99
2018-05-25,14.95
2018-05-28,14.95
2018-05-29,14.89
2018-05-30,14.89
2018-06-01,15.06
2018-06-04,15.39
2018-06-05,15.19
2018-06-06,15.1
2018-06-07,15.02
2018-06-08,15.53
2018-06-11,15.93
2018-06-12,15.83
2018-06-13,16.0
2018-06-14,15.67
2018-06-15,15.34
2018-06-18,15.67
2018-06-19,15.8
2018-06-20,15.67
2018-06-21,15.3
2018-06-22,15.7
2018-06-25,15.97
2018-06-26,15.77
2018-06-27,15.76
2018-06-28,15.44
2018-06-29,15.44
2018-07-02,15.33
2018-07-03,15.1
2018-07-04,15.02
2018-07-05,14.89
2018-07-06,14.77
2018-07-10,15.0
2018-07-11,14.82
2018-07-12,14.64
2018-07-13,14.66
2018-07-16,14.46
2018-07-17,14.52
2018-07-18,14.56
2018-07-19,14.22
2018-07-20,14.65
2018-07-23,14.58
2018-07-24,14.83
2018-07-25,14.89
2018-07-26,14.94
2018-07-27,14.68
2018-07-30,14.72
2018-07-31,14.48
2018-08-01,14.31
2018-08-02,13.86
2018-08-03,14.09
2018-08-06,14.32
2018-08-07,14.07
2018-08-08,13.92
2018-08-09,13.88
2018-08-10,13.72
2018-08-13,13.45
2018-08-14,13.33
2018-08-15,13.34
2018-08-16,13.37
2018-08-17,13.13
2018-08-20,13.28
2018-08-21,13.03
2018-08-22,13.02
2018-08-23,13.19
2018-08-24,13.28
2018-08-27,13.4
2018-08-28,13.44
2018-08-29,13.56
2018-08-30,13.43
2018-08-31,13.82
2018-09-03,14.05
2018-09-04,14.05
2018-09-05,14.19
2018-09-06,14.28
2018-09-10,14.66
2018-09-11,14.63
2018-09-12,14.86
2018-09-13,15.09
2018-09-14,15.11
2018-09-17,15.42
2018-09-18,15.39
2018-09-19,15.49
2018-09-20,15.46
2018-09-21,15.57
2018-09-24,15.52
2018-09-25,15.21
2018-09-26,15.59
2018-09-27,15.8
2018-09-28,15.84
2018-10-01,15.5
2018-10-02,15.84
2018-10-03,16.36
2018-10-04,16.28
2018-10-05,16.43
2018-10-08,17.04
2018-10-09,17.12
2018-10-10,16.98
2018-10-11,17.06
2018-10-15,17.32
2018-10-16,17.35
2018-10-17,17.43
2018-10-18,17.93
2018-10-19,17.86
